Departamento,Municipio,Localidad,Recinto,CantidadMesas,TotalInscritos,AP,ADN,APB_SUMATE,LIBRE,FP,MAS_IPSP,MORENA,UNIDAD,PDC,VotoValido,VotoBlanco,VotoNuloDirecto,VotoNuloDeclinacion,VotoNulo,VotoEmitido,VotoValidoReal,VotoEmitidoReal,latitu,longitud,Cincun,Descripcion_RuralUrbano,ValorMax,ColumnaMax,Dominio_Abs,VotosNulos_Ajus
Oruro,Oruro,Oruro,Kinder Chiripujio,4,912,25,9,54,131,19,21,0,60,309,628,63,103,0,103,794,628,794,-17.97479439,-67.13887024,30,Urbano,309,PDC,Ninguno > 50%,99
Oruro,Oruro,Oruro,Inicial Carmen Guzman De Mier,14,3076,76,36,157,640,118,96,0,251,965,2339,180,301,0,301,2820,2339,2820,-17.96952438,-67.09753418,29,Urbano,965,PDC,Ninguno > 50%,289
Oruro,Oruro,Oruro,U. E. Hijos Del Sol II,4,940,31,12,26,162,16,19,0,45,379,690,58,102,0,102,850,690,850,-17.98335838,-67.13776398,30,Urbano,379,PDC,PDC > 50%,98
Oruro,Oruro,Oruro,Facultad de Agronomia,12,2594,140,40,89,353,49,62,0,143,957,1833,152,321,0,321,2306,1833,2306,-17.99512863,-67.13744354,30,Urbano,957,PDC,PDC > 50%,308
Oruro,Oruro,Oruro,U. E. Oscar Unzaga De La Vega II,18,4194,136,36,140,766,164,136,0,353,1344,3075,260,481,0,481,3816,3075,3816,-17.9407711,-67.11488342,29,Urbano,1344,PDC,Ninguno > 50%,462
Oruro,Oruro,Oruro,Col. Particular Bolivia Japon,14,3350,118,17,289,1141,39,83,0,295,760,2742,153,225,0,225,3120,2742,3120,-17.96644974,-67.1159668,29,Urbano,1141,LIBRE,Ninguno > 50%,216
Oruro,Oruro,Oruro,U.E. Socamani,12,2652,136,23,79,132,176,76,0,89,783,1494,336,606,0,606,2436,1494,2436,-17.96744919,-67.04721832,29,Urbano,783,PDC,PDC > 50%,582
Oruro,Oruro,Oruro,U. E. Alto Oruro,8,1818,93,38,79,246,35,43,0,84,667,1285,118,219,0,219,1622,1285,1622,-17.97771454,-67.11968231,30,Urbano,667,PDC,PDC > 50%,210
Oruro,Oruro,Oruro,U. E. Misael Pacheco Loma,20,4580,99,66,277,1125,217,123,0,460,1256,3623,262,329,0,329,4214,3623,4214,-17.9640789,-67.09991455,29,Urbano,1256,PDC,Ninguno > 50%,316
Oruro,Oruro,Oruro,U. E. Carmela Cerruto,8,1836,53,30,82,315,40,44,0,137,613,1314,121,183,0,183,1618,1314,1618,-17.98478699,-67.12890625,30,Urbano,613,PDC,Ninguno > 50%,176
Oruro,Oruro,Oruro,U. Esc. San Juan De Dios,22,4926,323,80,135,302,96,87,0,128,1678,2829,516,1227,0,1227,4572,2829,4572,-17.98484612,-67.06468964,30,Urbano,1678,PDC,PDC > 50%,1178
Oruro,Oruro,Oruro,U. Esc. Santa Ana I  Arenales,10,2114,81,32,100,351,98,93,0,136,685,1576,169,239,0,239,1984,1576,1984,-17.96619987,-67.08875275,29,Urbano,685,PDC,Ninguno > 50%,229
Oruro,Oruro,Oruro,U. Esc. Dios Es Amor,24,5590,330,69,186,473,102,120,0,200,1876,3356,508,1219,5,1224,5088,3356,5088,-17.98908997,-67.09900665,30,Urbano,1876,PDC,PDC > 50%,1175
Oruro,Oruro,Oruro,U.E. Particular Arrieta,4,884,15,16,63,314,9,20,0,111,144,692,32,56,0,56,780,692,780,-17.96341324,-67.1109314,30,Urbano,314,LIBRE,Ninguno > 50%,54
Oruro,Oruro,Oruro,U.E. Marcelo Quiroga Santa Cruz,34,8178,245,96,364,1246,338,194,0,501,2818,5802,553,1083,0,1083,7438,5802,7438,-17.92416573,-67.12033844,29,Urbano,2818,PDC,Ninguno > 50%,1040
Oruro,Oruro,Oruro,U.E. Virgen Del Mar III,6,1364,30,23,94,463,18,21,0,126,334,1109,69,70,0,70,1248,1109,1248,-17.9629612,-67.10543823,30,Urbano,463,LIBRE,Ninguno > 50%,67
Oruro,Oruro,Oruro,U.E. Nal. Mixto Huajara Secundario,24,5664,211,87,202,914,217,156,0,436,1895,4118,397,682,3,685,5200,4118,5200,-17.94776726,-67.09187317,29,Urbano,1895,PDC,Ninguno > 50%,658
Oruro,Oruro,Oruro,U.E. San Luis,14,2936,141,49,54,185,94,72,0,83,978,1656,325,761,0,761,2742,1656,2742,-17.93894386,-67.08567047,29,Urbano,978,PDC,PDC > 50%,731
Oruro,Oruro,Oruro,U.E. Magdalena Postel II,14,3312,109,42,156,695,157,96,0,274,1073,2602,220,282,0,282,3104,2602,3104,-17.96879578,-67.08621216,29,Urbano,1073,PDC,Ninguno > 50%,271
Oruro,Oruro,Oruro,U.E. Mejillones II (Secundario),10,2246,93,27,72,173,70,39,0,85,935,1494,150,336,0,336,1980,1494,1980,-17.99841118,-67.13414001,30,Urbano,935,PDC,PDC > 50%,323
Oruro,Oruro,Oruro,CEA Boliviano Alemán,16,3572,111,46,161,490,139,122,0,253,1210,2532,270,450,2,452,3254,2532,3254,-17.93971634,-67.11364746,29,Urbano,1210,PDC,Ninguno > 50%,434
Oruro,Oruro,Oruro,U.E. Avelino Siñani Magisterio,48,11202,371,116,468,1718,490,316,0,877,3712,8068,834,1430,0,1430,10332,8068,10332,-17.94185257,-67.10680389,29,Urbano,3712,PDC,Ninguno > 50%,1373
Oruro,Oruro,Oruro,U.E. Cristo el Salvador,22,5066,196,42,255,814,187,108,0,331,1553,3486,383,711,2,713,4582,3486,4582,-17.91927528,-67.12572479,29,Urbano,1553,PDC,Ninguno > 50%,684
Oruro,Oruro,Oruro,U.E. Gerardina Lafuente Callejas,10,1990,103,29,39,116,109,47,0,54,634,1131,239,520,4,524,1894,1131,1894,-17.92101479,-67.08354187,29,Urbano,634,PDC,PDC > 50%,503
Oruro,Oruro,Oruro,U.E. Juan Lechin Oquendo 2,6,1100,47,26,56,159,19,21,0,50,325,703,92,109,0,109,904,703,904,-17.97769928,-67.07959747,30,Urbano,325,PDC,Ninguno > 50%,105
Oruro,Oruro,Oruro,U.E. Uru Uru 2,8,1620,72,20,42,157,45,29,0,63,630,1058,110,324,0,324,1492,1058,1492,-17.89830017,-67.11849976,29,Urbano,630,PDC,PDC > 50%,311
Oruro,Oruro,Oruro,U.E.  Ildefonso Murguia,16,3812,137,36,303,1127,70,121,0,393,827,3014,185,248,1,249,3448,3014,3448,-17.97578239,-67.10938263,30,Urbano,1127,LIBRE,Ninguno > 50%,239
Oruro,Oruro,Oruro,U.E. Nuestra Señora del Socavón 1,14,2944,84,34,217,971,59,72,0,284,621,2342,152,228,0,228,2722,2342,2722,-17.96788406,-67.11930084,30,Urbano,971,LIBRE,Ninguno > 50%,219
Oruro,Oruro,Oruro,U.E. Pantaleon Dalence 1,14,3094,74,42,267,1122,49,86,0,368,487,2495,157,165,1,166,2818,2495,2818,-17.95966911,-67.1100769,30,Urbano,1122,LIBRE,Ninguno > 50%,159
Oruro,Oruro,Oruro,U.E. Maria Rosa Quintela,20,4752,163,79,210,778,201,141,0,366,1543,3481,314,603,0,603,4398,3481,4398,-17.94401741,-67.10993195,29,Urbano,1543,PDC,Ninguno > 50%,579
Oruro,Oruro,Oruro,U.E. John Fitzgerald Kennedy 2,18,4116,126,58,208,961,182,151,0,409,1034,3129,223,424,0,424,3776,3129,3776,-17.95066071,-67.11700439,29,Urbano,1034,PDC,Ninguno > 50%,407
Oruro,Oruro,Oruro,U.E.  Jaime Escalante,14,3082,137,36,97,422,126,98,0,213,1048,2177,241,504,0,504,2922,2177,2922,-17.93421936,-67.09962463,29,Urbano,1048,PDC,Ninguno > 50%,484
Oruro,Oruro,Oruro,U. E. Abya Yala,4,928,42,11,21,88,37,24,0,40,228,491,98,301,0,301,890,491,890,-17.94860649,-67.06970215,29,Urbano,301,VotoNuloDirecto,Ninguno > 50%,289
Oruro,Oruro,Oruro,U.E. Emilio Vasquez,6,1138,66,14,15,65,40,37,0,23,466,726,131,227,0,227,1084,726,1084,-17.92557526,-67.09055328,29,Urbano,466,PDC,PDC > 50%,218
Oruro,Poopó,Villa Poopo,Esc. Ismael Montes,26,5820,832,91,223,303,64,226,0,239,1887,3865,708,874,7,881,5454,3865,5454,-18.37965965,-66.96782684,31,Urbano,1887,PDC,Ninguno > 50%,846
Oruro,Poopó,Tolapampa,Esc. Eduardo Avaroa,2,244,51,5,18,13,8,6,0,12,45,158,29,29,0,29,216,158,216,-18.28932953,-66.99585724,31,Rural,51,AP,Ninguno > 50%,28
Oruro,Poopó,Venta y Media,U.E. Hernando Siles,6,1228,147,18,29,44,19,63,0,25,255,600,199,357,6,363,1162,600,1162,-18.29426956,-66.8595047,31,Rural,357,VotoNuloDirecto,Ninguno > 50%,348
Oruro,Poopó,Coripata,Esc. Mariscal Sucre,2,296,23,2,6,9,5,21,0,3,75,144,47,75,0,75,266,144,266,-18.37953949,-66.8263092,31,Rural,75,PDC,PDC > 50%,72
Oruro,Poopó,Puñaca,Esc. Puñaca,2,174,30,0,2,2,4,53,0,2,22,115,26,21,0,21,162,115,162,-18.40686798,-67.01502991,3,Rural,53,MAS_IPSP,Ninguno > 50%,20
Oruro,Poopó,Cayumalliri,U.E. Libertador Simon Bolivar,2,242,23,1,9,6,6,15,0,5,73,138,33,61,0,61,232,138,232,-18.24855042,-66.9283905,31,Rural,73,PDC,PDC > 50%,59
Oruro,Poopó,Catavi,U.E. German Busch,2,148,20,2,3,4,5,4,0,6,51,95,28,15,0,15,138,95,138,-18.49656868,-66.96020508,31,Rural,51,PDC,PDC > 50%,14
Oruro,Sabaya,Sabaya,Esc. Jose Maria Egues Cuellar,4,968,32,11,16,65,12,43,0,57,348,584,83,151,0,151,818,584,818,-19.01428986,-68.37301636,32,Urbano,348,PDC,PDC > 50%,145
Oruro,Sabaya,Pacariza,Esc. Sebastian  Pagador,2,292,6,8,16,50,9,2,0,50,106,247,15,30,0,30,292,247,292,-18.95815086,-68.42408752,32,Rural,106,PDC,Ninguno > 50%,29
Oruro,Sabaya,Pisiga Bolivar Sucre,U.E. Libertador Simon Bolivar,4,992,50,6,12,93,7,17,0,27,358,570,102,170,0,170,842,570,842,-19.27222252,-68.61282349,32,Rural,358,PDC,PDC > 50%,163
Oruro,Sabaya,Julo,Esc. Ildefonso Murguia,4,556,19,8,8,19,17,11,0,26,365,473,25,44,0,44,542,473,542,-18.69987106,-68.89092255,32,Rural,365,PDC,PDC > 50%,42
Oruro,Sabaya,Negrillos,Esc. German Busch,2,446,17,5,10,14,15,14,0,50,211,336,34,48,0,48,418,336,418,-18.82727623,-68.61167908,32,Rural,211,PDC,PDC > 50%,46
Oruro,Sabaya,Parajaya,Esc. Eduardo Avaroa,2,78,2,0,3,9,3,1,0,12,30,60,4,4,0,4,68,60,68,-19.04988861,-68.86384583,32,Rural,30,PDC,Ninguno > 50%,4
Oruro,Sabaya,Bella Vista,Esc. Jose Merida Montaño,2,262,12,0,11,8,2,7,0,52,121,213,16,7,0,7,236,213,236,-18.70406151,-68.64568329,32,Rural,121,PDC,PDC > 50%,7
Oruro,Sabaya,Miraflores,Casa Comunal,2,90,0,0,5,12,1,2,0,12,39,71,1,12,0,12,84,71,84,-18.65074539,-68.54051971,32,Rural,39,PDC,PDC > 50%,12
Oruro,Sabaya,Miraflores,Casa Comunal,2,90,0,0,5,12,1,2,0,12,39,71,1,12,0,12,84,71,84,-18.8655777,-68.52192688,32,Rural,39,PDC,PDC > 50%,12
Oruro,Sabaya,Miraflores,Casa Comunal,2,90,0,0,5,12,1,2,0,12,39,71,1,12,0,12,84,71,84,-18.73892975,-68.51340485,32,Rural,39,PDC,PDC > 50%,12
Oruro,Sabaya,Miraflores,Casa Comunal,2,90,0,0,5,12,1,2,0,12,39,71,1,12,0,12,84,71,84,-19.00457382,-68.47420502,32,Rural,39,PDC,PDC > 50%,12
Oruro,Sabaya,Miraflores,Casa Comunal,2,90,0,0,5,12,1,2,0,12,39,71,1,12,0,12,84,71,84,-19.1159687,-68.33017731,32,Rural,39,PDC,PDC > 50%,12
Oruro,Sabaya,Sacabaya,Esc. Gualberto Villarroel,2,326,8,0,4,18,5,19,0,12,89,155,32,125,0,125,312,155,312,-18.57301712,-68.78852081,32,Rural,125,VotoNuloDirecto,PDC > 50%,120
Oruro,Sabaya,Villa Vitalina,Corregimiento de Villa Vitalina,4,538,14,2,16,103,15,14,0,54,237,455,33,46,0,46,534,455,534,-19.19153595,-68.35559845,32,Rural,237,PDC,PDC > 50%,44
Oruro,Sabaya,San Antonio de Pitacollo,Esc. Pitacollo,2,208,19,3,6,3,3,2,0,12,91,139,23,40,0,40,202,139,202,-19.05307007,-68.59027863,32,Rural,91,PDC,PDC > 50%,38
Oruro,Sabaya,Quea Queani,U.E. Jose Antonio Arce,2,284,11,3,39,22,4,4,0,64,107,254,5,21,0,21,280,254,280,-18.7469101,-68.63883209,32,Rural,107,PDC,Ninguno > 50%,20
Oruro,Sabaya,Tunapa,Casa Comunal,2,150,2,0,1,10,3,2,0,21,83,122,4,24,0,24,150,122,150,-18.65074539,-68.54051971,32,Rural,83,PDC,PDC > 50%,23
Oruro,Sabaya,Tunapa,Casa Comunal,2,150,2,0,1,10,3,2,0,21,83,122,4,24,0,24,150,122,150,-18.8655777,-68.52192688,32,Rural,83,PDC,PDC > 50%,23
Oruro,Sabaya,Tunapa,Casa Comunal,2,150,2,0,1,10,3,2,0,21,83,122,4,24,0,24,150,122,150,-18.73892975,-68.51340485,32,Rural,83,PDC,PDC > 50%,23
Oruro,Sabaya,Tunapa,Casa Comunal,2,150,2,0,1,10,3,2,0,21,83,122,4,24,0,24,150,122,150,-19.00457382,-68.47420502,32,Rural,83,PDC,PDC > 50%,23
Oruro,Sabaya,Tunapa,Casa Comunal,2,150,2,0,1,10,3,2,0,21,83,122,4,24,0,24,150,122,150,-19.1159687,-68.33017731,32,Rural,83,PDC,PDC > 50%,23
Oruro,Sabaya,Cruz de Huayllas,Esc. Felix Fernandez,2,262,2,4,6,26,15,4,0,24,121,202,18,16,0,16,236,202,236,-18.96682739,-68.52040863,32,Rural,121,PDC,PDC > 50%,15
Oruro,Sabaya,Villa Rosario,U.E. Maria Evans Cuellar,2,302,7,2,17,23,7,6,0,16,211,289,2,9,0,9,300,289,300,-19.09321213,-68.34291077,32,Rural,211,PDC,PDC > 50%,9
Oruro,Sabaya,Alaroco,U.E. Pedro Domingo Murillo,2,342,2,1,6,46,2,15,0,20,184,276,32,26,2,28,336,276,336,-18.92354012,-68.53834534,32,Rural,184,PDC,PDC > 50%,27
Oruro,Sabaya,Pagador,Esc. Veralines,2,270,6,2,14,51,2,9,0,30,105,219,7,30,2,32,258,219,258,-19.20336914,-68.55409241,32,Rural,105,PDC,Ninguno > 50%,31
Oruro,Sabaya,Cahuana,Corregimiento de Cahuana,2,258,9,3,15,42,10,10,0,60,65,214,8,18,0,18,240,214,240,-19.06248474,-68.50084686,32,Rural,65,PDC,Ninguno > 50%,17
Oruro,Sabaya,Chulumani,Esc. Jose Maria Montaño,2,268,1,2,19,23,2,1,0,17,170,235,21,12,0,12,268,235,268,-18.90309334,-68.532547,32,Rural,170,PDC,PDC > 50%,12
Oruro,Sabaya,Japon,Casa Comunal,2,114,1,0,6,7,1,6,0,16,47,84,2,26,0,26,112,84,112,-18.65074539,-68.54051971,32,Rural,47,PDC,PDC > 50%,25
Oruro,Sabaya,Japon,Casa Comunal,2,114,1,0,6,7,1,6,0,16,47,84,2,26,0,26,112,84,112,-18.8655777,-68.52192688,32,Rural,47,PDC,PDC > 50%,25
Oruro,Sabaya,Japon,Casa Comunal,2,114,1,0,6,7,1,6,0,16,47,84,2,26,0,26,112,84,112,-18.73892975,-68.51340485,32,Rural,47,PDC,PDC > 50%,25
Oruro,Sabaya,Japon,Casa Comunal,2,114,1,0,6,7,1,6,0,16,47,84,2,26,0,26,112,84,112,-19.00457382,-68.47420502,32,Rural,47,PDC,PDC > 50%,25
Oruro,Sabaya,Japon,Casa Comunal,2,114,1,0,6,7,1,6,0,16,47,84,2,26,0,26,112,84,112,-19.1159687,-68.33017731,32,Rural,47,PDC,PDC > 50%,25
Oruro,Sabaya,Villa Tunari,Esc. Franz Tamayo,2,206,5,0,18,14,0,2,0,22,124,185,6,13,0,13,204,185,204,-18.79048347,-68.61060333,32,Rural,124,PDC,PDC > 50%,12
Oruro,Sabaya,San José de Pacocahua,Casa Comunal de Pacocahua,2,114,0,1,7,15,3,2,0,17,49,94,3,14,1,15,112,94,112,-18.79154968,-68.80786896,32,Rural,49,PDC,PDC > 50%,14
Oruro,Sabaya,Agua Rica,Casa Comunal,2,298,12,0,21,30,6,0,0,45,129,243,14,37,0,37,294,243,294,-18.65074539,-68.54051971,32,Rural,129,PDC,PDC > 50%,36
Oruro,Sabaya,Agua Rica,Casa Comunal,2,298,12,0,21,30,6,0,0,45,129,243,14,37,0,37,294,243,294,-18.8655777,-68.52192688,32,Rural,129,PDC,PDC > 50%,36
Oruro,Sabaya,Agua Rica,Casa Comunal,2,298,12,0,21,30,6,0,0,45,129,243,14,37,0,37,294,243,294,-18.73892975,-68.51340485,32,Rural,129,PDC,PDC > 50%,36
Oruro,Sabaya,Agua Rica,Casa Comunal,2,298,12,0,21,30,6,0,0,45,129,243,14,37,0,37,294,243,294,-19.00457382,-68.47420502,32,Rural,129,PDC,PDC > 50%,36
Oruro,Sabaya,Agua Rica,Casa Comunal,2,298,12,0,21,30,6,0,0,45,129,243,14,37,0,37,294,243,294,-19.1159687,-68.33017731,32,Rural,129,PDC,PDC > 50%,36
Oruro,Sabaya,Concepción Comujo,U. E.  Concepcion Comujo,2,234,22,4,18,10,3,8,0,23,99,187,25,20,0,20,232,187,232,-19.21022224,-68.38913727,32,Rural,99,PDC,PDC > 50%,19
Oruro,Sabaya,Nueva España Buen Retiro Ayllu Zacari Sabaya Frontera Marka,Casa Comunal,2,262,5,1,21,20,3,25,0,19,114,208,16,28,0,28,252,208,252,-18.65074539,-68.54051971,32,Rural,114,PDC,PDC > 50%,27
Oruro,Sabaya,Nueva España Buen Retiro Ayllu Zacari Sabaya Frontera Marka,Casa Comunal,2,262,5,1,21,20,3,25,0,19,114,208,16,28,0,28,252,208,252,-18.8655777,-68.52192688,32,Rural,114,PDC,PDC > 50%,27
Oruro,Sabaya,Nueva España Buen Retiro Ayllu Zacari Sabaya Frontera Marka,Casa Comunal,2,262,5,1,21,20,3,25,0,19,114,208,16,28,0,28,252,208,252,-18.73892975,-68.51340485,32,Rural,114,PDC,PDC > 50%,27
Oruro,Sabaya,Nueva España Buen Retiro Ayllu Zacari Sabaya Frontera Marka,Casa Comunal,2,262,5,1,21,20,3,25,0,19,114,208,16,28,0,28,252,208,252,-19.00457382,-68.47420502,32,Rural,114,PDC,PDC > 50%,27
Oruro,Sabaya,Nueva España Buen Retiro Ayllu Zacari Sabaya Frontera Marka,Casa Comunal,2,262,5,1,21,20,3,25,0,19,114,208,16,28,0,28,252,208,252,-19.1159687,-68.33017731,32,Rural,114,PDC,PDC > 50%,27
Oruro,Sabaya,Huancalle,Corregimiento de Huancalle,2,286,13,2,5,47,4,15,0,24,124,234,30,20,0,20,284,234,284,-19.03172684,-68.38804626,32,Rural,124,PDC,PDC > 50%,19
Oruro,Santiago de Huari,Santiago de Huari,U. E.  Gualberto Villarroel,14,3390,190,31,52,158,82,85,0,167,1168,1933,420,656,1,657,3010,1933,3010,-19.0165329,-66.77278137,31,Urbano,1168,PDC,PDC > 50%,631
Oruro,Santiago de Huari,Condo  C (C.San Pedro de Condo),U.E. San Pedro de Condo,6,1280,53,13,16,32,91,82,0,40,271,598,193,349,0,349,1140,598,1140,-19.04305649,-66.74721527,31,Rural,349,VotoNuloDirecto,Ninguno > 50%,335
Oruro,Santiago de Huari,Condo  K,Sala Comunal de Condo K,2,302,17,4,10,23,4,21,0,16,64,159,32,77,0,77,268,159,268,-19.1578331,-66.77664185,31,Rural,77,VotoNuloDirecto,Ninguno > 50%,74
Oruro,Santiago de Huari,Urmiri,U. E. Urmiri De Quillacas,4,522,39,2,5,6,13,45,0,11,68,189,71,180,0,180,440,189,440,-19.22724915,-66.72045898,31,Rural,180,VotoNuloDirecto,Ninguno > 50%,173
Oruro,Santiago de Huari,Vichaj Lupe,Esc. Vichaj Lupe,4,558,43,2,15,17,14,19,0,15,140,265,72,159,0,159,496,265,496,-19.25468063,-66.75265503,31,Rural,159,VotoNuloDirecto,PDC > 50%,153
Oruro,Santiago de Huari,Lagunillas,Nucleo Marca Lagunillas,6,1240,132,11,12,15,16,31,0,21,295,533,211,397,5,402,1146,533,1146,-19.23033714,-66.27327728,31,Rural,397,VotoNuloDirecto,PDC > 50%,386
Oruro,Santiago de Huari,Guadalupe,Nucleo Escolar Bolivia,2,444,6,2,5,7,17,25,0,15,64,141,49,206,0,206,396,141,396,-19.15181351,-66.74443817,31,Rural,206,VotoNuloDirecto,Ninguno > 50%,198
Oruro,Santiago de Huari,Caico Bolivar,Esc. Caico Bolivar,2,212,10,5,8,2,12,5,0,10,60,112,30,56,0,56,198,112,198,-19.18913651,-66.75849152,31,Rural,60,PDC,PDC > 50%,54
Oruro,Santiago de Huari,Castilla Huma,Esc. Castilla Huma,2,402,20,8,12,20,12,16,0,9,68,165,75,113,11,124,364,165,364,-19.13996887,-66.71342468,31,Rural,113,VotoNuloDirecto,Ninguno > 50%,119
Oruro,Santiago de Huari,Calacota,Esc. Calacota,2,98,5,4,1,1,2,0,0,3,20,36,15,37,0,37,88,36,88,-19.14171982,-66.46607971,31,Rural,37,VotoNuloDirecto,PDC > 50%,36
Oruro,Santiago de Huari,Uru Uru Llapa Llapani,Esc. Llapallapani,2,392,64,3,0,1,69,15,0,9,35,196,45,113,0,113,354,196,354,-19.01081276,-66.81958771,3,Rural,113,VotoNuloDirecto,Ninguno > 50%,108
Oruro,Santiago de Huari,Villa Verde,U. E. Villa Verde,2,256,27,1,5,15,11,9,0,11,47,126,40,76,0,76,242,126,242,-19.11847878,-66.76752472,31,Rural,76,VotoNuloDirecto,Ninguno > 50%,73
Oruro,Santiago de Huari,Lucumpaya,U. E. Lucumpaya,2,104,5,0,2,1,0,1,0,5,23,37,7,46,0,46,90,37,90,-19.29260063,-66.75149536,31,Rural,46,VotoNuloDirecto,PDC > 50%,44
Oruro,Santiago de Huari,Villa nazacara,U.E. Nazacara,2,238,18,5,0,1,3,7,0,5,64,103,79,52,0,52,234,103,234,-19.17988968,-66.49351501,31,Rural,64,PDC,PDC > 50%,50
Oruro,Santiago de Huari,Belén de Challamayo,U.E. Challamayo,2,248,14,8,2,1,2,10,0,1,59,97,37,89,5,94,228,97,228,-19.22501945,-66.39612579,31,Rural,89,VotoNuloDirecto,PDC > 50%,90
Oruro,Santiago de Huari,Iscacollo,Sede Social,2,80,4,1,5,1,3,5,0,1,10,30,10,30,0,30,70,30,70,-19.1416111,-66.75951385,31,Rural,30,VotoNuloDirecto,Ninguno > 50%,29
Oruro,Toledo,Toledo,Col. Nacional Toledo,10,2358,268,32,26,101,55,114,0,47,751,1394,230,414,0,414,2038,1394,2038,-18.18079948,-67.41079712,32,Urbano,751,PDC,PDC > 50%,397
Oruro,Toledo,Alto Saucari,Corregimiento Alto Saucari,2,144,4,8,0,16,1,11,0,15,44,99,5,16,0,16,120,99,120,-18.1562767,-67.63817596,32,Rural,44,PDC,Ninguno > 50%,15
Oruro,Toledo,Chuquiña,Esc. M. M. Vaca Guzman,2,462,16,2,10,36,0,6,0,13,184,267,36,65,0,65,368,267,368,-17.80310249,-67.46982574,32,Rural,184,PDC,PDC > 50%,62
Oruro,Toledo,Challavito,Esc. Isac Porto Carrera,2,312,34,2,2,8,12,14,0,4,83,159,29,78,0,78,266,159,266,-18.02907944,-67.59660339,32,Rural,83,PDC,PDC > 50%,75
Oruro,Toledo,Culluri,Esc. German Busch 1,2,348,49,1,6,12,13,13,0,6,104,204,42,70,0,70,316,204,316,-18.26622963,-67.54125977,32,Rural,104,PDC,PDC > 50%,67
Oruro,Toledo,Chocarasi,U.E. Antonio Jose De Sucre,2,76,3,4,0,4,2,0,0,3,23,39,13,14,0,14,66,39,66,-18.37417984,-67.51072693,32,Rural,23,PDC,PDC > 50%,13
Oruro,Toledo,Catuyo,U.E. Otto Saucedo,2,186,15,0,3,15,4,9,0,2,63,111,37,37,1,38,186,111,186,-18.48854065,-67.50330353,32,Rural,63,PDC,PDC > 50%,36
Oruro,Toledo,Untavi,Esc. Pumasara,2,304,30,0,3,8,19,13,0,7,68,148,38,82,0,82,268,148,268,-18.65609932,-67.35502625,32,Rural,82,VotoNuloDirecto,Ninguno > 50%,79
Oruro,Toledo,Cari Cari,Esc. Elizardo Perez 1,2,238,12,2,4,5,7,8,0,6,99,143,33,44,0,44,220,143,220,-18.29797935,-67.28907013,32,Rural,99,PDC,PDC > 50%,42
Oruro,Toledo,Challa Cruz,Esc. German Busch II,2,272,21,1,9,6,6,6,0,2,113,164,28,60,0,60,252,164,252,-18.5024395,-67.40558624,32,Rural,113,PDC,PDC > 50%,58
Oruro,Toledo,Collpa Huma,Esc. Eduardo Avaroa,2,212,19,1,1,14,10,32,0,4,55,136,16,30,0,30,182,136,182,-18.20435905,-67.58843994,32,Rural,55,PDC,Ninguno > 50%,29
Oruro,Toledo,Sica Ullami,U.E. Bartolina Sisa,2,102,4,2,3,2,0,4,0,0,31,46,8,34,0,34,88,46,88,-18.43585968,-67.46616364,32,Rural,34,VotoNuloDirecto,PDC > 50%,33
Oruro,Toledo,Kulluri,U.E. Franz Tamayo,2,88,5,0,4,5,3,4,0,6,38,65,3,12,0,12,80,65,80,-18.1406002,-67.59203339,32,Rural,38,PDC,PDC > 50%,12
Oruro,Toledo,Central Jauso,U.E. Marcelo Quiroga Santa Cruz,2,136,26,2,2,9,6,2,0,5,47,99,6,13,0,13,118,99,118,-18.39182663,-67.40470886,32,Rural,47,PDC,Ninguno > 50%,12
Oruro,Toledo,Toma Toma,U. E. Gualberto Villarroel,2,276,53,3,7,10,6,18,0,3,77,177,31,52,0,52,260,177,260,-17.94520187,-67.49494934,32,Rural,77,PDC,Ninguno > 50%,50
Oruro,Toledo,Villa Cruce,Casa Comunal,2,108,9,0,0,6,3,2,0,3,54,77,8,13,0,13,98,77,98,-17.97687912,-67.5693512,32,Rural,54,PDC,PDC > 50%,12
Oruro,Toledo,Villa Cruce,Casa Comunal,2,108,9,0,0,6,3,2,0,3,54,77,8,13,0,13,98,77,98,-18.38475227,-67.32083893,32,Rural,54,PDC,PDC > 50%,12
Oruro,Toledo,Tres Cruces,U. E. Tres Cruces,2,218,16,2,8,10,7,6,0,11,68,128,22,38,0,38,188,128,188,-18.02491951,-67.37714386,32,Rural,68,PDC,PDC > 50%,36
Oruro,Toledo,Central Molloco,Casa Comunal Central Molloco,2,124,10,0,0,0,4,2,0,0,55,71,19,22,0,22,112,71,112,-18.40378189,-67.49101257,32,Rural,55,PDC,PDC > 50%,21
Oruro,Toledo,Comunidad Originaria San Geronimo de Jacha Ullami,Casa Comunal Jacha Ullami,2,146,22,2,0,0,3,5,0,0,44,76,21,33,0,33,130,76,130,-18.44316292,-67.43409729,32,Rural,44,PDC,PDC > 50%,32
Oruro,Toledo,Machacamarca,Casa Comunal,2,96,6,1,1,2,6,2,0,0,33,51,14,19,0,19,84,51,84,-17.97687912,-67.5693512,32,Rural,33,PDC,PDC > 50%,18
Oruro,Toledo,Machacamarca,Casa Comunal,2,96,6,1,1,2,6,2,0,0,33,51,14,19,0,19,84,51,84,-18.38475227,-67.32083893,32,Rural,33,PDC,PDC > 50%,18
Oruro,Totora,Totora,U.E. Totora,10,1980,323,7,15,22,39,77,0,8,267,758,229,711,0,711,1698,758,1698,-17.79204559,-68.14556122,32,Rural,711,VotoNuloDirecto,Ninguno > 50%,683
